id.exposure	exposure	id.outcome	outcome	b_IVW_MRE	se_IVW_MRE	pval_IVW_MRE	b_IVW_FE	se_IVW_FE	pval_IVW_FE	b_Egger	se_Egger	pval_Egger	Egger_intercept	pval_intercept	Het_IVW_pval	Het_Egger_pval	b_W_Med	se_W_Med	pval_W_Med	b_W_Mod	se_W_Mod	pval_W_Mod	nsnps
met-a-656	Bradykinin, des-arg(9)	ieu-b-18	multiple sclerosis	0.134063028713027	0.0773877027452691	0.0832102486216989	0.134063028713027	0.0773877027452691	0.0832102486216989	0.128839114560867	0.24943652040926	0.605490817612068	0.000712931863089771	0.982424082699473	0.952646941714839	0.756026224532055	0.123818438171712	0.0850835157067425	0.145597942789435	0.112202132041454	0.0971183685654436	0.247962197142325	3
met-a-360	Gamma-glutamyltyrosine	ieu-b-18	multiple sclerosis	-0.279870499104647	1.00565498823409	0.780784582757739	-0.279870499104647	1.00565498823409	0.780784582757739	-4.28401488867472	34.2383368140671	0.900425909772397	0.0399614300208996	0.90686034650204	0.902644892812847	0.661950256413115	0.0318622187335534	1.17163131527055	0.97830440439831	0.0743441475195901	1.3909713842939	0.957375242630771	3
met-a-379	Carnitine	ieu-b-18	multiple sclerosis	-0.0887916215052879	0.904854763511101	0.921830624834371	-0.0887916215052879	0.547146412206411	0.871084353676027	1.73339477012738	1.67183322988647	0.299818458959409	-0.01679932713572	0.198736865601045	0.000317068848399199	0.000820278570052409	0.914501194194519	0.752272826016218	0.224117907128034	0.992792953272598	0.758275673687028	0.190440513510928	16
met-a-467	Hexanoylcarnitine	ieu-b-18	multiple sclerosis	0.390558525464359	0.22848837801351	0.0873926862730642	0.390558525464359	0.22848837801351	0.0873926862730642	0.182510528255062	0.570761099307915	0.749145013427899	0.0108900104975049	0.675443683500837	0.411641213607226	0.219073792022086	0.364029996757279	0.242692110521294	0.133623121891148	0.340236499712144	0.255948037128284	0.183742863161799	3
met-a-356	Citrulline	ieu-b-18	multiple sclerosis	-0.07372959653291	1.14521389645926	0.948667149991416	-0.07372959653291	1.14521389645926	0.948667149991416	-33.7883749531207	99.061471893277	0.73303964776054	0.327062285449914	0.733575035917096	0.443279756645455	0.227221075675524	0.156162103216523	1.38290379930141	0.910091339319242	0.975819382543614	1.95489671554071	0.617661937221866	3
met-a-616	Alpha-hydroxyisovalerate	ieu-b-18	multiple sclerosis	0.436775636533003	0.324486344393484	0.17828560432201	0.436775636533003	0.324486344393484	0.17828560432201	-0.0128327549141292	1.08605590748546	0.990572475416039	0.0140110034952911	0.664435842312716	0.860899904118398	0.738585003461759	0.364113363527731	0.350220266258828	0.298493429699262	0.361478128941787	0.393530142685461	0.358329643410302	3
met-a-316	Uridine	ieu-b-18	multiple sclerosis	4.72471141531774	1.77055381900066	0.00761922453640864	4.72471141531774	0.930406401374586	0.000000381196413862436	16.6643495257447	4.53461888936479	0.000237926445201708	-0.134464426735195	0.0071402164801786	0.0267460125143364	0.941492876257119	3.7629212766471	1.29164402231361	0.00357653236832401	2.4286139251195	1.98881691187614	0.222034912546457	3
met-a-373	X-03094	ieu-b-18	multiple sclerosis	-1.73821028089006	0.644633389562032	0.00700866467771452	-1.73821028089006	0.644633389562032	0.00700866467771452	-5.10951011894278	2.88765704704492	0.0768219632634575	0.055626320810201	0.231029318162375	0.469028324883802	0.77774348754814	-1.69878382523083	0.768673272232671	0.0271037273265281	-1.47435233194647	1.03463939035979	0.154159659534978	3
met-a-665	X-12844	ieu-b-18	multiple sclerosis	-0.41143334514623	0.886566636423367	0.642594066276396	-0.41143334514623	0.482827452543335	0.39414011762935	6.08910873108923	5.11549928150014	0.23391852106426	-0.162205623587068	0.198654460610769	0.0343339083857567	0.110821155962019	-0.508319117779834	0.614683842190226	0.408259579108621	0.479406842323819	0.672977256159731	0.476237495844085	3
met-a-341	Citrate	ieu-b-18	multiple sclerosis	-0.27058795135328	0.608554822581083	0.656579775442794	-0.27058795135328	0.608554822581083	0.656579775442794	-2.83055373505874	1.93840579052762	0.144221848828362	0.0347802584595447	0.164230837333285	0.519936783438642	0.685739740207951	0.401061983937435	0.782690215452004	0.608360794350819	0.600720644917619	1.23047994492486	0.625407991272924	6
met-a-479	Propionylcarnitine	ieu-b-18	multiple sclerosis	0.567869476412163	0.831105577809239	0.49443627139645	0.567869476412163	0.54836792620531	0.300406110638316	1.79459624655859	2.28870047475152	0.432974717787864	-0.0258101734849352	0.550391567141486	0.100556184782248	0.0657353786773747	0.874647626147616	0.617460413223613	0.156622080001244	0.941790208141961	0.658523680077579	0.152672853740033	3
met-a-500	3-dehydrocarnitine*	ieu-b-18	multiple sclerosis	0.31745863489432	0.642373335458581	0.621167432425344	0.31745863489432	0.501830053918073	0.526993659948879	4.85955994553705	2.68938837479997	0.0707718369085002	-0.104245826024833	0.0855979010297816	0.194260067477078	0.570502225065472	0.375661846291501	0.561165790575045	0.503220502701765	0.848931886208048	0.606648971125197	0.161699333337927	3
met-a-580	X-12092	ieu-b-18	multiple sclerosis	-0.0453785789692863	0.0669230806794697	0.497726878523626	-0.0453785789692863	0.0669230806794697	0.497726878523626	-0.0283359474541615	0.0890441052801869	0.750315232538196	-0.00331958853849613	0.771704122137542	0.90777695169316	0.792226689258119	-0.0410850086496296	0.0683765762128054	0.54793071335176	-0.0408183018120135	0.0689321466613764	0.55374887360098	4
met-a-325	Tyrosine	ieu-b-18	multiple sclerosis	-0.0014417682290618	1.58391740045095	0.99927372194343	-0.0014417682290618	0.984022221746791	0.99883095709303	-11.4272021996305	19.877976739321	0.565380931668007	0.123668970546625	0.563567101170049	0.0749504970415884	0.0486985354777909	-1.46588720485348	1.29200847341469	0.256551261916502	-1.63807270019121	1.68096586241823	0.32981676305933	3
met-a-536	X-11593--O-methylascorbate*	ieu-b-18	multiple sclerosis	-0.272949571408086	0.30095136410841	0.36443019556784	-0.272949571408086	0.30095136410841	0.36443019556784	-0.507197488723422	0.520418378641832	0.329760871554344	0.00755422917468092	0.568476865220152	0.431100813476364	0.341353657735546	-0.361619004722043	0.31966478550049	0.257952230683873	-0.345066029927662	0.325164822238249	0.288597453608951	6
met-a-699	Glutaroyl carnitine	ieu-b-18	multiple sclerosis	-0.0892467761250482	0.335104767113544	0.789988923183349	-0.0892467761250482	0.276237331215503	0.746634603909949	1.21153057608344	1.51006772957034	0.422378202869424	-0.0386382699668798	0.37644044941233	0.195339925607141	0.187906001410388	0.0158616324329519	0.368197815298364	0.965638475440309	-0.0515569542620389	0.454019659468854	0.909589248558492	6
met-a-513	X-11440	ieu-b-18	multiple sclerosis	-0.0269912165010397	0.130726642441686	0.836423278770619	-0.0269912165010397	0.130726642441686	0.836423278770619	0.0847053453964707	0.203595882822826	0.677376009856862	-0.0134508961182095	0.474223582856484	0.721367514639087	0.707194404905186	-0.00411515699166649	0.134178603338934	0.975533315391133	-0.00344165593027701	0.139359886435305	0.980297307279043	3
met-a-742	Succinylcarnitine	ieu-b-18	multiple sclerosis	0.10953948201097	0.373229419692963	0.7691468646412	0.10953948201097	0.35339423482712	0.756588351297308	1.37492280584486	0.71863828127481	0.0557181717031436	-0.0288566949559119	0.0431545168498555	0.349573392944366	0.828819942812753	0.251271343338017	0.398283516948491	0.528115315215191	0.495178355510883	0.411733103273149	0.229104701788609	6
met-a-746	5alpha-androstan-3beta,17beta-diol disulfate	ieu-b-18	multiple sclerosis	-0.113763994860531	0.161824173996203	0.482049585712861	-0.113763994860531	0.161824173996203	0.482049585712861	-0.531604112225061	0.346276372435022	0.124734264943889	0.0431849386408237	0.172291840210836	0.380335499244011	0.790588510691821	-0.15591599370176	0.178583976434406	0.382625896913185	-0.187921236293853	0.194061316228591	0.332864557280758	3
met-a-542	X-11792	ieu-b-18	multiple sclerosis	0.178721461626423	0.111880966744661	0.110170986867483	0.178721461626423	0.111880966744661	0.110170986867483	0.215189320123623	0.456847475369609	0.637618602276035	-0.00336176425268281	0.934382609725594	0.873336313257987	0.607323724611256	0.17493532736296	0.126605091580479	0.167051528050733	0.159178012240071	0.152061876008339	0.295192921211531	3
met-c-958	Concentration of chylomicrons and largest VLDL particles	ieu-b-18	multiple sclerosis	-0.0386197633364615	0.151607458228832	0.798927590805252	-0.0386197633364615	0.100938524302699	0.70201134552691	1.17390060012845	0.482294703414575	0.0149333978147737	-0.121145080302379	0.010140456195681	0.0605084914848089	0.491089644177992	-0.0701163832512617	0.142936512242613	0.623750314902447	-0.0843135914280506	0.212374207109087	0.691363879981763	5
met-c-929	Total lipids in small VLDL	ieu-b-18	multiple sclerosis	0.00702816198693697	0.124978654073566	0.955154679770751	0.00702816198693697	0.0628770858922282	0.911000855630065	0.444254910359541	0.526877984520024	0.399125732309704	-0.0458474235560857	0.392590123847231	0.0000206788035620457	0.0000317778192982396	-0.0647165098179132	0.0928461605840866	0.485784353069884	-0.0167447013136768	0.11585682605051	0.885082553011635	11
met-c-853	Free cholesterol to esterified cholesterol ratio	ieu-b-18	multiple sclerosis	0.0780012454778448	0.0928758816351961	0.40099589851352	0.0780012454778448	0.0509092384356019	0.125482245591751	-0.0674694698192282	0.156039758410525	0.665460598955062	0.024963873336715	0.250900949837139	0.000820196829501203	0.00216142065511144	0.0467451856306862	0.0844082155661497	0.579716410660873	-0.154744426145582	0.0739985999372591	0.03651189037912	9
met-c-936	Total fatty acids	ieu-b-18	multiple sclerosis	-0.0322789357740877	0.0997460932244078	0.746232537712114	-0.0322789357740877	0.0632713549840517	0.609934708263493	0.261969203297346	0.501137473551295	0.601148809285436	-0.0329983527360376	0.548243021864821	0.0150077543286006	0.0117095904459822	0.0298431314171745	0.0866802916188398	0.73062843112856	0.0522555646335272	0.0979033842550127	0.593517102836732	8
met-c-876	Free cholesterol in large HDL	ieu-b-18	multiple sclerosis	0.132906204924785	0.0864152716978321	0.124049981255186	0.132906204924785	0.0491823174169697	0.00688581094454989	-0.073391931642424	0.211018078298539	0.727990944862954	0.0299121653140659	0.284588131999363	0.000616001232077637	0.00120650979979996	0.0649244651206198	0.0672583235467017	0.33439453159658	0.0641532921536994	0.0687306888924346	0.3506129762087	11
met-c-855	Omega-3 fatty acids	ieu-b-18	multiple sclerosis	0.0969441754746729	0.0733402250721156	0.186220834339444	0.0969441754746729	0.0733402250721156	0.186220834339444	0.240495068711034	0.277548578471872	0.386217556060477	-0.0177875213638699	0.591771201831484	0.543264403529651	0.423487867781993	0.0749133833749361	0.0923051401639307	0.417030322380004	0.0652200645938824	0.110920508423934	0.556539520310571	5
met-c-919	Phenylalanine	ieu-b-18	multiple sclerosis	0.148840253915871	0.127486610661359	0.243009660788714	0.148840253915871	0.127486610661359	0.243009660788714	0.000276888404893846	0.936909915397138	0.999764198268709	0.0118090937676609	0.872800378369796	0.589452957082776	0.309994083638049	0.17634520891294	0.152556269975753	0.247707538722945	0.221663058410548	0.184814496793328	0.230379700778487	3
met-c-865	Mean diameter for HDL particles	ieu-b-18	multiple sclerosis	0.130876568771819	0.0880592084993588	0.137217300027014	0.130876568771819	0.0491887828672709	0.00779785221971793	-0.0106777308403082	0.227936086333221	0.96263653671826	0.0233310575187828	0.497585945149815	0.0021371679336881	0.00196275063438752	0.062538037404946	0.0709081750461166	0.377799480873668	0.0642033269319316	0.0732175698697992	0.380549563018498	8
met-c-918	Phosphatidylcholine and other cholines	ieu-b-18	multiple sclerosis	0.0789817846061018	0.0781903530677574	0.312436911888421	0.0789817846061018	0.0781903530677574	0.312436911888421	-0.248062576219523	0.333103277065278	0.456452072126239	0.0486988783231473	0.312480390627471	0.767432368893029	0.94185025432881	0.0594295690711633	0.0878289022443308	0.49862701855945	0.0472965443078387	0.0914209306563368	0.604912422644505	4
met-c-943	Cholesterol esters in very large HDL	ieu-b-18	multiple sclerosis	0.128238653436048	0.0718928805449341	0.0744649130976592	0.128238653436048	0.0628769742578438	0.0413984634130206	0.0731510939045421	0.38758477651792	0.850299950032281	0.00656402822032374	0.884596037110879	0.249753569360589	0.166956554020602	0.090042254854207	0.0812675992649439	0.267873747183564	0.0753792280728391	0.0936417879686832	0.420834539103014	7
met-c-935	Sphingomyelins	ieu-b-18	multiple sclerosis	0.0872994755065806	0.101026353546946	0.387518804158865	0.0872994755065806	0.101026353546946	0.387518804158865	0.103719486038142	0.420632380118266	0.80523336947841	-0.001529063096962	0.967922853161452	0.86340352181257	0.732362537965591	0.0942060536313968	0.118207308075418	0.425476437300592	0.0364065946940997	0.1477725818497	0.805396541070149	5
met-c-913	Concentration of medium VLDL particles	ieu-b-18	multiple sclerosis	-0.0849459382949681	0.10566907914624	0.421462570533609	-0.0849459382949681	0.0698615912407436	0.224016313171783	0.48378462199825	0.474995761862546	0.308438962309723	-0.0504141900619833	0.220040270472057	0.0145994671200504	0.0268350225555931	-0.0817382354038137	0.0995470766521238	0.411588561867509	-0.00871266988114283	0.13887425790467	0.949975271025808	10
met-c-883	Total lipids in large LDL	ieu-b-18	multiple sclerosis	0.0151745166354874	0.0750516142321389	0.839769953407631	0.0151745166354874	0.0402763618480453	0.706352069900949	0.014634416357117	0.121018726527807	0.903748955584434	0.000098443919406076	0.995355930008616	0.00000546905073826875	0.0000027207303161822	-0.0295538437178523	0.0603318388194095	0.624236615828218	-0.0642490731773362	0.0580760260232227	0.268599928337407	16
met-c-866	Histidine	ieu-b-18	multiple sclerosis	0.114635925350146	0.12962453033331	0.376497013893051	0.114635925350146	0.123917062734639	0.354912841165806	-1.79312200932581	1.27454610872417	0.159465632453112	0.156966019779829	0.132597195562124	0.350055389597612	0.600229689903178	0.244288234320355	0.15278418655259	0.109840499060535	0.220134983820193	0.164244693239928	0.180152142039797	4
met-c-948	Triglycerides in very large HDL	ieu-b-18	multiple sclerosis	0.0188174682785307	0.0653068881089867	0.773240260028591	0.0188174682785307	0.0469894769035825	0.68881676217983	0.0551983868738258	0.136740159074316	0.686452784548895	-0.00525028159005216	0.758550667621188	0.0364280150496014	0.0242301691322809	0.0341298562759908	0.0609058322004052	0.575226473179454	0.0274871974926814	0.0652121057136427	0.673386709335408	11
met-c-914	Phospholipids in medium VLDL	ieu-b-18	multiple sclerosis	-0.0508135150697575	0.104562829339203	0.626994424467202	-0.0508135150697575	0.0661192093580515	0.442182082966735	0.131534634052759	0.444770517299731	0.767431735962218	-0.0164655795516964	0.67243854975736	0.00384571833406087	0.00257889442116097	-0.0660109406948209	0.0951168243434509	0.487683101638225	-0.00522011542698264	0.125881176269315	0.966922329437102	12
met-c-851	Average number of double bonds in a fatty acid chain	ieu-b-18	multiple sclerosis	0.0158998650611643	0.0543176917395332	0.769736317400218	0.0158998650611643	0.0543176917395332	0.769736317400218	0.0913255110526928	0.110106906834688	0.406863498283148	-0.0174821620055396	0.430978665297613	0.668736414732512	0.626743369835607	0.0334032754349776	0.0566060736459274	0.555123237252231	0.0387531883641006	0.0571594957744086	0.497782228685441	5
met-c-945	Total lipids in very large HDL	ieu-b-18	multiple sclerosis	0.0953835356615336	0.0567974372622766	0.0930812475585277	0.0953835356615336	0.0505899716789418	0.0593726459032222	0.0553821925800555	0.163700983707549	0.735127228340142	0.0051624247875394	0.793020121536618	0.24662743341014	0.186115895692976	0.0771999996005261	0.0679514615391455	0.255912595681905	0.0563060429285663	0.078944091304733	0.475697577633624	11
met-c-857	Omega-7, omega-9 and saturated fatty acids	ieu-b-18	multiple sclerosis	0.0487639501569562	0.0839812669232357	0.561474540263896	0.0487639501569562	0.0839812669232357	0.561474540263896	-0.408896171845244	0.348258765252217	0.240348584642621	0.0491335175574913	0.175704727879315	0.44235159189006	0.652483282541427	0.0151059909331011	0.10450835025068	0.885071398138799	-0.00510778841140408	0.118774723087629	0.965698343791476	4
met-c-957	Total lipids in chylomicrons and largest VLDL particles	ieu-b-18	multiple sclerosis	-0.174285787033557	0.104198657109532	0.0944001814789134	-0.174285787033557	0.100063911303644	0.0815531272938895	1.01882684912808	0.643590540699687	0.11341331102374	-0.100431102872284	0.0605648009700155	0.366602849565846	0.75416383980076	-0.166670406509382	0.130301796402013	0.200858118060989	-0.158733462214218	0.17582813377129	0.366644661612418	6
met-c-885	Phospholipids in large LDL	ieu-b-18	multiple sclerosis	0.0134479615730969	0.0734808147085984	0.854787634374371	0.0134479615730969	0.0419091332104358	0.74829845727323	-0.033311882435605	0.120559796196728	0.782309943103504	0.0089241162103611	0.618728193853712	0.0000844600569783954	0.0000599654486603058	-0.0541284093891564	0.0624723717270311	0.386250253363895	-0.0806607804105341	0.0604036427421588	0.181757618072201	15
met-c-930	Concentration of small VLDL particles	ieu-b-18	multiple sclerosis	-0.0181344686685541	0.121912289358134	0.881750804645395	-0.0181344686685541	0.0624793194159371	0.771626870223837	0.384587035414	0.555343039140461	0.488609842518176	-0.0410373876432747	0.456812983627951	0.0000169848317251859	0.0000192623158550543	-0.0946155932167181	0.0925864903770907	0.306820774984015	-0.0320365415696733	0.108678479550093	0.76815984118191	12
met-c-960	Triglycerides in chylomicrons and largest VLDL particles	ieu-b-18	multiple sclerosis	-0.205852538566745	0.109098840165216	0.0591812535982417	-0.205852538566745	0.0865182887595095	0.0173457844898271	0.325107975558576	0.52334389273564	0.534459555048104	-0.0498094558579249	0.299692601580452	0.133018699643539	0.150366669040379	-0.235197144974883	0.117554076956508	0.0454185810204134	-0.21776636026374	0.157702150653317	0.16731856216604	8
met-c-937	Total phosphoglycerides	ieu-b-18	multiple sclerosis	-0.00774990661614235	0.0957027613293684	0.93545871382757	-0.00774990661614235	0.0722135499915248	0.914535684979494	0.205058925070396	0.340892211031353	0.547483064891094	-0.025669593722097	0.512396814688597	0.134551616227908	0.104711757789562	0.0326954834947083	0.0910076877478903	0.719400088663923	0.050081962678487	0.105021397144671	0.633451922255621	5
met-c-902	Concentration of medium HDL particles	ieu-b-18	multiple sclerosis	-0.0780551139244966	0.156229097570095	0.61734297816559	-0.0780551139244966	0.104429998148987	0.454798261440455	1.21092541178481	1.31626303007417	0.357587280489669	-0.138257836801985	0.323981606474495	0.0815869924353893	0.104502758552272	-0.0490765318480833	0.133483199825027	0.713126219073827	0.0694418509952419	0.148609734900186	0.640301999015811	4
met-c-953	Total lipids in very small VLDL	ieu-b-18	multiple sclerosis	0.0136174553214489	0.101990841882291	0.89378495412291	0.0136174553214489	0.0558456430136918	0.807353994485562	0.547457879581915	0.310055183910735	0.0774497435808779	-0.0536834741858202	0.0709287982868954	0.0000712408916217385	0.00115455478782683	-0.0367409315852475	0.0846731841188089	0.664350450646778	-0.0281626688469732	0.105430937083695	0.789377083639097	13
